Analyzer_Comb,Comb_Token,Target,Scenario,N_Detected_CVEs,N_All_CVEs
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libpng,Scenario 1 (S.1-1),4,7
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libpng,Scenario 2 (S.1-2),3,7
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libpng,Scenario 3 (S.2-1),2,7
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libtiff,Scenario 2 (S.1-2),2,13
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libtiff,Scenario 3 (S.2-1),5,13
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libtiff,Scenario 4 (S.2-2),1,13
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,poppler,Scenario 1 (S.1-1),2,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,poppler,Scenario 2 (S.1-2),1,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,poppler,Scenario 3 (S.2-1),2,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,poppler,Scenario 4 (S.2-2),1,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,openssl,Scenario 1 (S.1-1),13,21
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,openssl,Scenario 2 (S.1-2),8,21
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,openssl,Scenario 3 (S.2-1),11,21
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,openssl,Scenario 4 (S.2-2),5,21
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,php,Scenario 1 (S.1-1),11,15
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,php,Scenario 2 (S.1-2),10,15
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,php,Scenario 3 (S.2-1),9,15
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,php,Scenario 4 (S.2-2),8,15
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,ffmpeg,Scenario 1 (S.1-1),8,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,ffmpeg,Scenario 3 (S.2-1),7,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,ffmpeg,Scenario 4 (S.2-2),4,22
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,binutils,Scenario 1 (S.1-1),26,59
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,binutils,Scenario 2 (S.1-2),13,59
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,binutils,Scenario 3 (S.2-1),15,59
flawfinder-cppcheck-codeql-codechecker,FLF-CPC-CQL-CCH,binutils,Scenario 4 (S.2-2),4,59
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libpng,Scenario 1 (S.1-1),4,7
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libpng,Scenario 2 (S.1-2),3,7
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libpng,Scenario 3 (S.2-1),2,7
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libtiff,Scenario 1 (S.1-1),8,13
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libtiff,Scenario 3 (S.2-1),6,13
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,poppler,Scenario 1 (S.1-1),13,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,poppler,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,poppler,Scenario 3 (S.2-1),13,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,poppler,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,openssl,Scenario 1 (S.1-1),14,21
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,openssl,Scenario 2 (S.1-2),9,21
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,openssl,Scenario 3 (S.2-1),12,21
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,openssl,Scenario 4 (S.2-2),6,21
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,php,Scenario 1 (S.1-1),11,15
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,php,Scenario 2 (S.1-2),10,15
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,php,Scenario 3 (S.2-1),10,15
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,php,Scenario 4 (S.2-2),9,15
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,sqlite3,Scenario 2 (S.1-2),8,16
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,sqlite3,Scenario 4 (S.2-2),8,16
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,ffmpeg,Scenario 1 (S.1-1),11,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,ffmpeg,Scenario 2 (S.1-2),5,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,ffmpeg,Scenario 3 (S.2-1),10,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,ffmpeg,Scenario 4 (S.2-2),4,22
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,binutils,Scenario 1 (S.1-1),48,59
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,binutils,Scenario 3 (S.2-1),29,59
flawfinder-cppcheck-codeql-commsca,FLF-CPC-CQL-CSA,binutils,Scenario 4 (S.2-2),15,59
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libpng,Scenario 1 (S.1-1),3,7
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libpng,Scenario 2 (S.1-2),2,7
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libpng,Scenario 3 (S.2-1),1,7
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libtiff,Scenario 3 (S.2-1),4,13
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libxml2,Scenario 1 (S.1-1),10,17
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libxml2,Scenario 3 (S.2-1),9,17
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,libxml2,Scenario 4 (S.2-2),7,17
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,poppler,Scenario 1 (S.1-1),13,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,poppler,Scenario 2 (S.1-2),3,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,poppler,Scenario 3 (S.2-1),13,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,poppler,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,openssl,Scenario 1 (S.1-1),10,21
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,openssl,Scenario 2 (S.1-2),7,21
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,openssl,Scenario 3 (S.2-1),7,21
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,openssl,Scenario 4 (S.2-2),4,21
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,php,Scenario 1 (S.1-1),8,15
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,php,Scenario 2 (S.1-2),7,15
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,php,Scenario 3 (S.2-1),7,15
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,php,Scenario 4 (S.2-2),6,15
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,sqlite3,Scenario 1 (S.1-1),7,16
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,sqlite3,Scenario 2 (S.1-2),6,16
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,sqlite3,Scenario 3 (S.2-1),7,16
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,sqlite3,Scenario 4 (S.2-2),6,16
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,ffmpeg,Scenario 1 (S.1-1),10,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,ffmpeg,Scenario 3 (S.2-1),9,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,binutils,Scenario 1 (S.1-1),49,59
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,binutils,Scenario 3 (S.2-1),30,59
flawfinder-cppcheck-codechecker-commsca,FLF-CPC-CCH-CSA,binutils,Scenario 4 (S.2-2),15,59
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libpng,Scenario 1 (S.1-1),4,7
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libpng,Scenario 2 (S.1-2),3,7
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libpng,Scenario 3 (S.2-1),2,7
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libpng,Scenario 4 (S.2-2),1,7
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libtiff,Scenario 2 (S.1-2),2,13
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libtiff,Scenario 3 (S.2-1),5,13
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libtiff,Scenario 4 (S.2-2),1,13
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,poppler,Scenario 1 (S.1-1),4,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,poppler,Scenario 2 (S.1-2),3,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,poppler,Scenario 3 (S.2-1),4,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,poppler,Scenario 4 (S.2-2),3,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,openssl,Scenario 1 (S.1-1),13,21
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,openssl,Scenario 2 (S.1-2),8,21
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,openssl,Scenario 3 (S.2-1),12,21
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,openssl,Scenario 4 (S.2-2),5,21
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,php,Scenario 1 (S.1-1),11,15
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,php,Scenario 2 (S.1-2),10,15
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,php,Scenario 3 (S.2-1),10,15
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,php,Scenario 4 (S.2-2),9,15
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,sqlite3,Scenario 2 (S.1-2),7,16
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,sqlite3,Scenario 4 (S.2-2),7,16
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,ffmpeg,Scenario 1 (S.1-1),8,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,ffmpeg,Scenario 3 (S.2-1),7,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,binutils,Scenario 1 (S.1-1),31,59
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,binutils,Scenario 2 (S.1-2),18,59
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,binutils,Scenario 3 (S.2-1),15,59
flawfinder-infer-codeql-codechecker,FLF-IFR-CQL-CCH,binutils,Scenario 4 (S.2-2),4,59
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libpng,Scenario 1 (S.1-1),4,7
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libpng,Scenario 2 (S.1-2),3,7
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libpng,Scenario 3 (S.2-1),2,7
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libtiff,Scenario 1 (S.1-1),8,13
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libtiff,Scenario 3 (S.2-1),6,13
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,poppler,Scenario 1 (S.1-1),14,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,poppler,Scenario 2 (S.1-2),5,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,poppler,Scenario 3 (S.2-1),14,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,poppler,Scenario 4 (S.2-2),5,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,openssl,Scenario 1 (S.1-1),14,21
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,openssl,Scenario 2 (S.1-2),9,21
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,openssl,Scenario 3 (S.2-1),13,21
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,openssl,Scenario 4 (S.2-2),6,21
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,php,Scenario 1 (S.1-1),11,15
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,php,Scenario 2 (S.1-2),10,15
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,php,Scenario 3 (S.2-1),10,15
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,php,Scenario 4 (S.2-2),9,15
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,sqlite3,Scenario 2 (S.1-2),9,16
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,sqlite3,Scenario 4 (S.2-2),9,16
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,ffmpeg,Scenario 1 (S.1-1),11,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,ffmpeg,Scenario 2 (S.1-2),4,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,ffmpeg,Scenario 3 (S.2-1),10,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,ffmpeg,Scenario 4 (S.2-2),3,22
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,binutils,Scenario 1 (S.1-1),47,59
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,binutils,Scenario 3 (S.2-1),28,59
flawfinder-infer-codeql-commsca,FLF-IFR-CQL-CSA,binutils,Scenario 4 (S.2-2),15,59
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libpng,Scenario 1 (S.1-1),3,7
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libpng,Scenario 2 (S.1-2),2,7
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libpng,Scenario 3 (S.2-1),1,7
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libtiff,Scenario 1 (S.1-1),6,13
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libtiff,Scenario 3 (S.2-1),4,13
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libxml2,Scenario 1 (S.1-1),10,17
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libxml2,Scenario 3 (S.2-1),8,17
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,libxml2,Scenario 4 (S.2-2),7,17
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,poppler,Scenario 1 (S.1-1),14,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,poppler,Scenario 2 (S.1-2),5,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,poppler,Scenario 3 (S.2-1),14,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,poppler,Scenario 4 (S.2-2),5,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,openssl,Scenario 1 (S.1-1),11,21
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,openssl,Scenario 2 (S.1-2),8,21
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,openssl,Scenario 3 (S.2-1),8,21
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,openssl,Scenario 4 (S.2-2),5,21
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,php,Scenario 1 (S.1-1),8,15
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,php,Scenario 2 (S.1-2),7,15
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,php,Scenario 3 (S.2-1),7,15
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,php,Scenario 4 (S.2-2),6,15
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,sqlite3,Scenario 2 (S.1-2),7,16
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,sqlite3,Scenario 3 (S.2-1),9,16
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,sqlite3,Scenario 4 (S.2-2),7,16
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,ffmpeg,Scenario 1 (S.1-1),10,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,ffmpeg,Scenario 2 (S.1-2),3,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,ffmpeg,Scenario 3 (S.2-1),9,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,ffmpeg,Scenario 4 (S.2-2),2,22
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,binutils,Scenario 1 (S.1-1),50,59
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,binutils,Scenario 2 (S.1-2),29,59
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,binutils,Scenario 3 (S.2-1),31,59
flawfinder-infer-codechecker-commsca,FLF-IFR-CCH-CSA,binutils,Scenario 4 (S.2-2),15,59
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libpng,Scenario 1 (S.1-1),4,7
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libpng,Scenario 2 (S.1-2),3,7
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libpng,Scenario 3 (S.2-1),2,7
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libpng,Scenario 4 (S.2-2),1,7
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libtiff,Scenario 1 (S.1-1),8,13
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libtiff,Scenario 2 (S.1-2),4,13
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libtiff,Scenario 3 (S.2-1),6,13
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libtiff,Scenario 4 (S.2-2),2,13
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libxml2,Scenario 1 (S.1-1),14,17
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libxml2,Scenario 2 (S.1-2),8,17
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libxml2,Scenario 3 (S.2-1),14,17
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,libxml2,Scenario 4 (S.2-2),8,17
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,poppler,Scenario 1 (S.1-1),13,22
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,poppler,Scenario 2 (S.1-2),3,22
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,poppler,Scenario 3 (S.2-1),13,22
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,poppler,Scenario 4 (S.2-2),3,22
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,openssl,Scenario 1 (S.1-1),14,21
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,openssl,Scenario 2 (S.1-2),9,21
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,openssl,Scenario 3 (S.2-1),12,21
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,openssl,Scenario 4 (S.2-2),6,21
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,php,Scenario 1 (S.1-1),11,15
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,php,Scenario 2 (S.1-2),10,15
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,php,Scenario 3 (S.2-1),10,15
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,php,Scenario 4 (S.2-2),9,15
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,sqlite3,Scenario 1 (S.1-1),9,16
flawfinder-codeql-codechecker-commsca,FLF-CQL-CCH-CSA,sqlite3,Scenario 2 (S.1-2),8,16
